Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
1391,Etsy,New York City,other,New York,USA,North America,225.0,2023-12-13,11.0,2045.0,1820.0,Retail,Post-IPO,97.0,2023,40.7127281,-74.0060152
1392,Etsy,New York City,other,New York,USA,North America,225.0,2023-12-13,11.0,2045.0,1820.0,Retail,Post-IPO,97.0,2024,40.7127281,-74.0060152
1393,Flex,Milpitas,San Francisco Bay Area,California,USA,North America,31.0,2023-12-13,,,,Manufacturing,Unknown,,2024,37.4332273,-121.8989248
1394,ForgeRock,San Francisco,San Francisco Bay Area,California,USA,North America,109.0,2023-12-13,,,,Other,Acquired,234.0,2024,37.7792588,-122.4193286
1395,FourKites,Chicago,other,Illinois,USA,North America,,2023-12-13,15.0,,,Logistics,Unknown,241.0,2024,41.8755616,-87.6244212
1396,Invitae,San Francisco,San Francisco Bay Area,California,USA,North America,235.0,2023-12-13,15.0,1567.0,1332.0,Healthcare,Post-IPO,,2023,37.7792588,-122.4193286
1397,Sojern,San Francisco,San Francisco Bay Area,California,USA,North America,,2023-12-13,20.0,,,Marketing,Unknown,172.0,2024,37.7792588,-122.4193286
1398,Stellar Pizza,Los Angeles,other,California,USA,North America,,2023-12-14,50.0,,,Food,Series A,25.0,2024,34.0536909,-118.242766
1399,Solarisbank,Berlin,other,Berlin,Germany,Europe,20.0,2023-12-14,,,,Finance,Unknown,385.0,2024,52.5170365,13.3888599
1400,Flyhomes,Seattle,Cascadia,Washington,USA,North America,,2023-12-14,,,,Real Estate,Series C,310.0,2024,47.6038321,-122.330062
1401,Cruise,San Francisco,San Francisco Bay Area,California,USA,North America,900.0,2023-12-14,24.0,3750.0,2850.0,Transportation,Acquired,15000.0,2023,37.7792588,-122.4193286
1402,Curalie,Berlin,other,Berlin,Germany,Europe,,2023-12-14,100.0,,0.0,Healthcare,Unknown,,2024,52.5170365,13.3888599
1403,Bolt,San Francisco,San Francisco Bay Area,California,USA,North America,130.0,2023-12-14,29.0,450.0,320.0,Finance,Series E,1300.0,2023,37.7792588,-122.4193286
1404,Curbio,Washington DC,other,District of Columbia,USA,North America,,2023-12-14,,,,Real Estate,Series B,76.0,2024,38.8950368,-77.0365427
1405,Glowforge,Seattle,Cascadia,Washington,USA,North America,30.0,2023-12-15,,,,Manufacturing,Series E,133.0,2024,47.6038321,-122.330062
1406,Jellysmack,Paris,other,non,France,Europe,,2023-12-15,,,,Media,Series C,22.0,2024,48.8588897,2.320041022
1407,Superpedestrian,Boston,other,Massachusetts,USA,North America,,2023-12-15,,,,Transportation,Series C,262.0,2024,42.3554334,-71.060511
1408,eBay,San Francisco,San Francisco Bay Area,California,USA,North America,20.0,2023-12-17,,,,e-commerce,Post-IPO,1.0,2024,37.7792588,-122.4193286
1409,Udaan,Bengaluru,other,Karnataka,India,Asia,100.0,2023-12-18,10.0,1000.0,900.0,Retail,Unknown,,2023,12.98815675,77.62260004
1410,Enphase Energy,Fremont,San Francisco Bay Area,California,USA,North America,350.0,2023-12-18,10.0,3500.0,3150.0,Energy,Post-IPO,116.0,2023,37.5482697,-121.988571
1411,Checkout.com,London,other,England,UK,Europe,80.0,2023-12-18,,,,Finance,Series D,2.0,2024,51.4893335,-0.144055085
1412,Arm Holdings,Shanghai,other,non,China,Asia,70.0,2023-12-18,,,,Hardware,Post-IPO,,2024,31.2312707,121.4700152
1413,Delivery Hero,Berlin,other,Berlin,Germany,Europe,,2023-12-18,,,,Food,Post-IPO,10.0,2024,52.5170365,13.3888599
1414,InSightec,Haifa,other,non,Israel,Asia,100.0,2023-12-19,20.0,500.0,400.0,Healthcare,Unknown,733.0,2023,32.799313,34.98957172
1415,InSightec,Haifa,other,non,Israel,Asia,100.0,2023-12-19,20.0,500.0,400.0,Healthcare,Unknown,733.0,2024,32.799313,34.98957172
1416,Kaspien,Seattle,Cascadia,Washington,USA,North America,,2023-12-19,100.0,,0.0,Retail,Post-IPO,52.0,2024,47.6038321,-122.330062
1417,ShareChat,Bengaluru,other,Karnataka,India,Asia,200.0,2023-12-20,15.0,1333.0,1133.0,Consumer,Series H,1700.0,2023,12.98815675,77.62260004
1418,Palmetto Clean Technology,Charleston,other,South Carolina,USA,North America,,2023-12-21,,,,Energy,Private Equity,628.0,2024,32.7884363,-79.9399309
1419,Intel,Sacramento,other,California,USA,North America,311.0,2023-12-21,,,,Semiconductors,Post-IPO,12.0,2024,38.5810606,-121.493895
1420,Hyperloop One,Los Angeles,other,California,USA,North America,,2023-12-21,100.0,,0.0,Transportation,Unknown,368.0,2024,34.0536909,-118.242766
1421,Paytm,Noida,other,Uttar Pradesh,India,Asia,1000.0,2023-12-25,,,,Finance,Unknown,,2024,28.5706333,77.3272147
1422,Strake,Boulder,other,Colorado,USA,North America,,2023-12-28,100.0,,0.0,Infrastructure,Unknown,,2024,40.0149856,-105.270545
1423,Bolt.Earth,Bengaluru,other,Karnataka,India,Asia,,2023-12-29,20.0,,,Energy,Series B,24.0,2024,12.98815675,77.62260004
1424,Frontdesk,Milwaukee,other,Wisconsin,USA,North America,200.0,2024-01-02,100.0,200.0,0.0,Travel,Unknown,26.0,2024,43.0386475,-87.9090751
1425,The Messenger,New York City,other,New York,USA,North America,24.0,2024-01-02,,,,Media,Unknown,,2024,40.7127281,-74.0060152
1426,Lazada Group,Singapore,other,non,Singapore,Asia,100.0,2024-01-03,30.0,333.0,233.0,Retail,Acquired,7.0,2024,1.2899175,103.8519072
1427,Orca Security,Tel Aviv,other,non,Israel,Asia,60.0,2024-01-03,15.0,400.0,340.0,Security,Series C,632.0,2024,32.0852997,34.7818064
1428,Xerox,Norwalk,other,Connecticut,USA,North America,3000.0,2024-01-03,15.0,20000.0,17000.0,Hardware,Post-IPO,27.0,2024,41.1175966,-73.4078968
1429,VideoAmp,Los Angeles,other,California,USA,North America,,2024-01-04,20.0,,,Marketing,Series F,456.0,2024,34.0536909,-118.242766
1430,Trigo,Tel Aviv,other,non,Israel,Asia,30.0,2024-01-04,15.0,200.0,170.0,Retail,Series C,199.0,2024,32.0852997,34.7818064
1431,InVision,New York City,other,New York,USA,North America,,2024-01-04,100.0,,0.0,Product,Series F,356.0,2024,40.7127281,-74.0060152
1432,Cue Health,San Diego,other,California,USA,North America,94.0,2024-01-05,13.0,723.0,629.0,Healthcare,Post-IPO,899.0,2024,32.7174202,-117.162772
1433,Lever,San Francisco,San Francisco Bay Area,California,USA,North America,,2024-01-05,,,,HR,Acquired,123.0,2024,37.7792588,-122.4193286
1434,NanoString Technology,Seattle,Cascadia,Washington,USA,North America,50.0,2024-01-06,9.0,555.0,505.0,Healthcare,Post-IPO,826.0,2024,47.6038321,-122.330062
1435,LiveVox,San Francisco,San Francisco Bay Area,California,USA,North America,,2024-01-07,,,,Support,Acquired,12.0,2024,37.7792588,-122.4193286
1436,Unity,San Francisco,San Francisco Bay Area,California,USA,North America,1800.0,2024-01-08,25.0,7200.0,5400.0,Other,Post-IPO,1.0,2024,37.7792588,-122.4193286
1437,Pitch,Berlin,other,Berlin,Germany,Europe,80.0,2024-01-08,67.0,119.0,39.0,Other,Series B,138.0,2024,52.5170365,13.3888599
1438,NuScale Power,Corvallis,other,Oregon,USA,North America,154.0,2024-01-08,28.0,550.0,396.0,Energy,Post-IPO,470.0,2024,44.5645659,-123.2620435
1439,MeridianLink,Los Angeles,other,California,USA,North America,,2024-01-08,9.0,,,Finance,Post-IPO,485.0,2024,34.0536909,-118.242766
1440,Lendio,Lehi,other,Utah,USA,North America,,2024-01-08,,,,Finance,Series E,108.0,2024,40.3881114,-111.8486019
1441,Here,Miami,other,Florida,USA,North America,,2024-01-08,100.0,,0.0,Real Estate,Seed,5.0,2024,25.7741728,-80.19362
1442,Flipkart,Bengaluru,other,Karnataka,India,Asia,1100.0,2024-01-08,5.0,22000.0,20900.0,Retail,Acquired,13.0,2024,12.98815675,77.62260004
1443,Flexe,Seattle,Cascadia,Washington,USA,North America,99.0,2024-01-08,38.0,260.0,161.0,Logistics,Series D,263.0,2024,47.6038321,-122.330062
1444,BenchSci,Toronto,other,Ontario,Canada,North America,70.0,2024-01-08,17.0,411.0,341.0,Healthcare,Series D,164.0,2024,43.6534817,-79.3839347
1445,Ledger Investing,New York City,other,New York,USA,North America,,2024-01-08,25.0,,,Finance,Series B,91.0,2024,40.7127281,-74.0060152
1446,Uber Freight,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2024-01-09,,,,Logistics,Subsidiary,3.0,2024,37.7792588,-122.4193286
1447,Branch,Columbus,other,Ohio,USA,North America,85.0,2024-01-09,,,,Finance,Series C,229.0,2024,39.9622601,-83.0007065
1448,EVBox,Amsterdam,other,non,Netherlands,Europe,,2024-01-09,,,,Energy,Post-IPO,,2024,52.3730796,4.8924534
1449,FullStory,Atlanta,other,Georgia,USA,North America,50.0,2024-01-09,10.0,500.0,450.0,Marketing,Unknown,197.0,2024,33.7489924,-84.3902644
1450,Humane,San Francisco,San Francisco Bay Area,California,USA,North America,10.0,2024-01-09,4.0,250.0,240.0,Hardware,Series C,230.0,2024,37.7792588,-122.4193286
1451,Morning Consult,Washington DC,other,District of Columbia,USA,North America,,2024-01-09,,,,Data,Series B,91.0,2024,38.8950368,-77.0365427
1452,Nevro,Redwood City,San Francisco Bay Area,California,USA,North America,63.0,2024-01-09,5.0,1260.0,1197.0,Healthcare,Post-IPO,556.0,2024,37.4863239,-122.232523
1453,Rent the Runway,New York City,other,New York,USA,North America,37.0,2024-01-09,10.0,370.0,333.0,Retail,Post-IPO,526.0,2024,40.7127281,-74.0060152
1454,Treasure Financial,San Francisco,San Francisco Bay Area,California,USA,North America,14.0,2024-01-09,60.0,23.0,9.0,Finance,Series A,14.0,2024,37.7792588,-122.4193286
1455,Trend Micro,Tokyo,Tokyo,Tokyo,Japan,Asia,,2024-01-09,2.0,,,Security,Unknown,,2024,35.6821936,139.762221
1456,Twitch,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2024-01-09,35.0,1428.0,928.0,Consumer,Acquired,35.0,2024,37.7792588,-122.4193286
1457,Instagram,Palo Alto,San Francisco Bay Area,California,USA,North America,60.0,2024-01-10,,,,Consumer,Acquired,57.0,2024,37.4443293,-122.1598465
1458,IAC,New York City,other,New York,USA,North America,330.0,2024-01-10,,,,Consumer,Post-IPO,,2024,40.7127281,-74.0060152
1459,SoFi,San Francisco,San Francisco Bay Area,California,USA,North America,,2024-01-10,4.0,,,Finance,Post-IPO,3.0,2024,37.7792588,-122.4193286
1460,Google,Mountain View,San Francisco Bay Area,California,USA,North America,1000.0,2024-01-10,,,,Consumer,Post-IPO,26.0,2024,37.3893889,-122.0832101
1461,Citrix,Miami,other,Florida,USA,North America,1000.0,2024-01-10,12.0,8333.0,7333.0,Infrastructure,Acquired,20.0,2024,25.7741728,-80.19362
1462,ChargePoint,Campbell,San Francisco Bay Area,California,USA,North America,,2024-01-10,12.0,,,Manufacturing,Unknown,1.0,2024,37.287167,-121.949959
1463,Beam Benefits,Columbus,other,Ohio,USA,North America,74.0,2024-01-10,,,,Healthcare,Series E,168.0,2024,39.9622601,-83.0007065
1464,Amazon,Seattle,Cascadia,Washington,USA,North America,,2024-01-10,,,,Retail,Post-IPO,108.0,2024,47.6038321,-122.330062
1465,FreshDirect,New York City,other,New York,USA,North America,100.0,2024-01-10,3.0,3333.0,3233.0,Food,Acquired,280.0,2024,40.7127281,-74.0060152
1466,Cloudflare,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2024-01-11,,,,Security,Post-IPO,332.0,2024,37.7792588,-122.4193286
1467,888,Tel Aviv,other,non,Israel,Asia,,2024-01-11,,,,Consumer,Post-IPO,,2024,32.0852997,34.7818064
1468,7Shifts,Saskatoon,other,Saskatchewan,Canada,North America,68.0,2024-01-11,19.0,358.0,290.0,Food,Series C,131.0,2024,52.131802,-106.660767
1469,Audible,New York City,other,New York,USA,North America,100.0,2024-01-11,5.0,2000.0,1900.0,Media,Acquired,14.0,2024,40.7127281,-74.0060152
1470,Certinia,San Jose,San Francisco Bay Area,California,USA,North America,,2024-01-11,,,,Other,Unknown,194.0,2024,37.3361663,-121.890591
1471,Chief,New York City,other,New York,USA,North America,,2024-01-11,,,,HR,Series B,140.0,2024,40.7127281,-74.0060152
1472,Dextrous Robotics,Memphis,other,Tennessee,USA,North America,,2024-01-11,100.0,,0.0,Logistics,Unknown,,2024,35.1460249,-90.0517638
1473,Discord,San Francisco,San Francisco Bay Area,California,USA,North America,170.0,2024-01-11,17.0,1000.0,830.0,Consumer,Series H,995.0,2024,37.7792588,-122.4193286
1474,Inmobi,Bengaluru,other,Karnataka,India,Asia,125.0,2024-01-11,5.0,2500.0,2375.0,Marketing,Unknown,320.0,2024,12.98815675,77.62260004
1475,New Work SE,Hamburg,other,Hamburg,Germany,Europe,400.0,2024-01-11,,,,Consumer,Post-IPO,,2024,53.550341,10.000654
1476,Playtika,Tel Aviv,other,non,Israel,Asia,300.0,2024-01-11,10.0,3000.0,2700.0,Consumer,Post-IPO,,2024,32.0852997,34.7818064
1477,Sisense,New York City,other,New York,USA,North America,60.0,2024-01-11,13.0,461.0,401.0,Data,Series F,274.0,2024,40.7127281,-74.0060152
1478,Dastgyr,Karachi,other,non,Pakistan,Asia,,2024-01-12,80.0,,,Retail,Series A,41.0,2024,24.8546842,67.0207055
1479,Vendr,Boston,other,Massachusetts,USA,North America,,2024-01-12,,,,Other,Series B,216.0,2024,42.3554334,-71.060511
1480,Veeam,Columbus,other,Ohio,USA,North America,300.0,2024-01-12,,,,Data,Acquired,500.0,2024,39.9622601,-83.0007065
1481,Artifact,San Francisco,San Francisco Bay Area,California,USA,North America,,2024-01-12,100.0,,0.0,Media,Unknown,,2024,37.7792588,-122.4193286
1482,GrabCAD,Tallinn,other,non,Estonia,Europe,13.0,2024-01-12,,,,Other,Acquired,28.0,2024,59.4372155,24.7453688
1483,Hologram,Chicago,other,Illinois,USA,North America,,2024-01-12,,,,Infrastructure,Unknown,82.0,2024,41.8755616,-87.6244212
1484,ALI Technologies,Tokyo,Tokyo,Tokyo,Japan,Asia,,2024-01-16,100.0,,0.0,Transportation,Unknown,,2024,35.6821936,139.762221
1485,First Mode,Seattle,Cascadia,Washington,USA,North America,48.0,2024-01-16,20.0,240.0,192.0,Transportation,Acquired,9.0,2024,47.6038321,-122.330062
1486,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,2024-01-16,,,,Consumer,Post-IPO,26.0,2024,37.3893889,-122.0832101
1487,SonderMind,Denver,other,Colorado,USA,North America,49.0,2024-01-16,17.0,288.0,239.0,Healthcare,Series C,183.0,2024,39.7392364,-104.984862
1488,Thursday,London,other,England,UK,Europe,,2024-01-16,70.0,,,Consumer,Seed,3.0,2024,51.4893335,-0.144055085
1489,Sirplus,Berlin,other,Berlin,Germany,Europe,60.0,2024-01-17,,,,Food,Seed,,2024,52.5170365,13.3888599
1490,YouTube,San Bruno,San Francisco Bay Area,California,USA,North America,100.0,2024-01-17,,,,Media,Acquired,11.0,2024,37.6248536,-122.4145986
1491,Amazon,Seattle,Cascadia,Washington,USA,North America,30.0,2024-01-18,,,,Retail,Post-IPO,108.0,2024,47.6038321,-122.330062
1492,Fashinza,New York City,other,New York,USA,North America,,2024-01-18,,,,Retail,Unknown,153.0,2024,40.7127281,-74.0060152
1493,Stitch Fix,Dallas,other,Texas,USA,North America,,2024-01-18,,,,Retail,Post-IPO,79.0,2024,32.7762719,-96.7968559
1494,Wayfair,Boston,other,Massachusetts,USA,North America,1650.0,2024-01-19,13.0,12692.0,11042.0,Retail,Post-IPO,2.0,2024,42.3554334,-71.060511
1495,SolarEdge,Tel Aviv,other,non,Israel,Asia,900.0,2024-01-21,16.0,5625.0,4725.0,Energy,Post-IPO,155.0,2024,32.0852997,34.7818064
1496,Xendit,Jakarta,other,non,Indonesia,Asia,200.0,2024-01-22,,,,Finance,Series D,534.0,2024,-6.175247,106.8270488
1497,Riot Gaming,Los Angeles,other,California,USA,North America,530.0,2024-01-22,11.0,4818.0,4288.0,Consumer,Acquired,21.0,2024,34.0536909,-118.242766
1498,TikTok,Los Angeles,other,California,USA,North America,60.0,2024-01-22,,,,Entertainment Providers,Acquired,,2024,34.0536909,-118.242766
1499,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,2024-01-22,,,,Consumer,Post-IPO,26.0,2024,37.3893889,-122.0832101
1500,2U,Washington DC,other,District of Columbia,USA,North America,,2024-01-22,,,,Education,Post-IPO,426.0,2024,38.8950368,-77.0365427
1501,Seedr,London,other,England,UK,Europe,15.0,2024-01-23,,,,Finance,Acquired,28.0,2024,51.4893335,-0.144055085
1502,SAP,Walldorf,other,Baden-Würtemberg,Germany,Europe,8000.0,2024-01-23,7.0,114286.0,106286.0,Other,Post-IPO,1.0,2024,49.3038134,8.6433518
1503,GoTo,Boston,other,Massachusetts,USA,North America,29.0,2024-01-23,,,,Other,Acquired,2.0,2024,42.3554334,-71.060511
1504,Vroom,New York City,other,New York,USA,North America,800.0,2024-01-23,90.0,889.0,89.0,Transportation,Post-IPO,1.0,2024,40.7127281,-74.0060152
1505,eBay,San Francisco,San Francisco Bay Area,California,USA,North America,1000.0,2024-01-23,9.0,11111.0,10111.0,e-commerce,Post-IPO,1.0,2024,37.7792588,-122.4193286
1506,Cure.fit,Bengaluru,other,Karnataka,India,Asia,120.0,2024-01-23,,,,Fitness,Series F,625.0,2024,12.98815675,77.62260004
1507,Brex,San Francisco,San Francisco Bay Area,California,USA,North America,282.0,2024-01-23,20.0,1410.0,1128.0,Finance,Series D,2.0,2024,37.7792588,-122.4193286
1508,GoStudent,Vienna,other,non,Austria,Europe,100.0,2024-01-23,,,,Education,Series D,686.0,2024,48.2083537,16.3725042
1509,Aurora,Pittsburgh,other,Pennsylvania,USA,North America,,2024-01-24,3.0,,,Transportation,Post-IPO,4.0,2024,40.4416941,-79.9900861
1510,Desktop Metal,Boston,other,Massachusetts,USA,North America,,2024-01-24,20.0,,,Other,Post-IPO,811.0,2024,42.3554334,-71.060511
1511,HubSpot,Boston,other,Massachusetts,USA,North America,,2024-01-24,,,,Marketing,Post-IPO,100.0,2024,42.3554334,-71.060511
1512,Personio,Munich,other,Bayern,Germany,Europe,100.0,2024-01-24,,,,HR,Series E,724.0,2024,48.1371079,11.5753822
1513,Storytel,Stockholm,other,non,Sweden,Europe,80.0,2024-01-24,13.0,615.0,535.0,Media,Post-IPO,275.0,2024,59.3251172,18.0710935
1514,MVPindex,Austin,other,Texas,USA,North America,12.0,2024-01-25,30.0,40.0,28.0,Marketing,Series B,27.0,2024,30.2711286,-97.7436995
1515,Veho,Boulder,other,Colorado,USA,North America,65.0,2024-01-25,19.0,342.0,277.0,Logistics,Series B,299.0,2024,40.0149856,-105.270545
1516,Swiggy,Bengaluru,other,Karnataka,India,Asia,400.0,2024-01-25,7.0,5714.0,5314.0,Food,Unknown,4.0,2024,12.98815675,77.62260004
1517,Jamf,Minneapolis,other,Minnesota,USA,North America,,2024-01-25,6.0,,,Other,Post-IPO,332.0,2024,44.9772995,-93.2654692
1518,Amperity,Seattle,Cascadia,Washington,USA,North America,20.0,2024-01-25,,,,Marketing,Series D,187.0,2024,47.6038321,-122.330062
1519,Cova,Lagos,other,non,Nigeria,Africa,,2024-01-25,100.0,,0.0,Finance,Unknown,,2024,6.4550575,3.3941795
1520,Business Insider,New York City,other,New York,USA,North America,,2024-01-25,8.0,,,Media,Acquired,56.0,2024,40.7127281,-74.0060152
1521,Microsoft,Seattle,Cascadia,Washington,USA,North America,1900.0,2024-01-25,,,,Software Development,Post-IPO,,2024,47.6038321,-122.330062
1522,Flexport,San Francisco,San Francisco Bay Area,California,USA,North America,,2024-01-26,20.0,,,Logistics,Series E,2.0,2024,37.7792588,-122.4193286
1523,Productboard,San Francisco,San Francisco Bay Area,California,USA,North America,,2024-01-26,,,,Product,Series D,,2024,37.7792588,-122.4193286
1524,Salesforce,San Francisco,San Francisco Bay Area,California,USA,North America,700.0,2024-01-26,1.0,70000.0,69300.0,Sales,Post-IPO,65.0,2024,37.7792588,-122.4193286
1525,DispatchHealth,Denver,other,Colorado,USA,North America,88.0,2024-01-29,,,,Healthcare,Series E,733.0,2024,39.7392364,-104.984862
1526,iRobot,Boston,other,Massachusetts,USA,North America,350.0,2024-01-29,31.0,1129.0,779.0,Consumer,Post-IPO,30.0,2024,42.3554334,-71.060511
1527,Loopio,Toronto,other,Ontario,Canada,North America,,2024-01-29,6.0,,,Sales,Private Equity,263.0,2024,43.6534817,-79.3839347
1528,Procore,Santa Barbara,other,California,USA,North America,,2024-01-30,4.0,,,Construction,Post-IPO,654.0,2024,34.4221319,-119.702667
1529,TechCrunch,San Francisco,San Francisco Bay Area,California,USA,North America,7.0,2024-01-30,,,,Media,Acquired,,2024,37.7792588,-122.4193286
1530,PayPal,San Jose,San Francisco Bay Area,California,USA,North America,2500.0,2024-01-30,9.0,27778.0,25278.0,Finance,Post-IPO,216.0,2024,37.3361663,-121.890591
1531,Vipps,Vilnius,other,non,Lithuania,Europe,,2024-01-30,,,,Finance,Unknown,,2024,54.6870458,25.2829111
1532,Kiwi.com,Brno,other,non,Czech Republic,Europe,216.0,2024-01-30,18.0,1200.0,984.0,Travel,Unknown,107.0,2024,49.1922443,16.6113382
1533,Block,San Francisco,San Francisco Bay Area,California,USA,North America,1000.0,2024-01-30,10.0,10000.0,9000.0,Finance,Post-IPO,150.0,2024,37.7792588,-122.4193286
1534,Aurora Solar,San Francisco,San Francisco Bay Area,California,USA,North America,111.0,2024-01-30,20.0,555.0,444.0,Energy,Series D,523.0,2024,37.7792588,-122.4193286
1535,Noom,New York City,other,New York,USA,North America,,2024-01-30,,,,Fitness,Series F,657.0,2024,40.7127281,-74.0060152
1536,Wattpad,Toronto,other,Ontario,Canada,North America,20.0,2024-01-30,10.0,200.0,180.0,Media,Acquired,117.0,2024,43.6534817,-79.3839347
1537,Trove Recommerce,Brisbane,other,Queensland,Australia,Oceana,130.0,2024-01-31,,,,Retail,Series E,152.0,2024,-27.4689682,153.0234991
1538,Zuora,Redwood City,San Francisco Bay Area,California,USA,North America,,2024-01-31,8.0,,,Finance,Post-IPO,647.0,2024,37.4863239,-122.232523
1539,The Messenger,Miami,other,Florida,USA,North America,,2024-01-31,100.0,,0.0,Media,Unknown,,2024,25.7741728,-80.19362
1540,Thinx,New York City,other,New York,USA,North America,95.0,2024-01-31,,,,Retail,Acquired,26.0,2024,40.7127281,-74.0060152
1541,Innoviz,Tel Aviv,other,non,Israel,Asia,60.0,2024-01-31,13.0,462.0,402.0,Transportation,Post-IPO,547.0,2024,32.0852997,34.7818064
1542,CircleCI,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2024-01-31,,,,Product,Series F,315.0,2024,37.7792588,-122.4193286
1543,Proofpoint,Sunnyvale,San Francisco Bay Area,California,USA,North America,280.0,2024-01-31,6.0,4667.0,4387.0,Security,Acquired,885.0,2024,37.3688301,-122.036349
1544,Illumina,San Diego,other,California,USA,North America,111.0,2024-02-01,,,,Healthcare,Post-IPO,28.0,2024,32.7174202,-117.162772
1545,Indigo,Boston,other,Massachusetts,USA,North America,,2024-02-01,,,,Other,Series F,1.0,2024,42.3554334,-71.060511
1546,Okta,San Francisco,San Francisco Bay Area,California,USA,North America,400.0,2024-02-01,7.0,5714.0,5314.0,Security,Post-IPO,1.0,2024,37.7792588,-122.4193286
1547,Polygon,Cayman Islands,other,non,Cayman Islands,North America,60.0,2024-02-01,19.0,316.0,256.0,Crypto,Unknown,451.0,2024,19.70318225,-79.91746272
1548,Zoom,San Jose,San Francisco Bay Area,California,USA,North America,150.0,2024-02-01,2.0,7500.0,7350.0,Other,Post-IPO,276.0,2024,37.3361663,-121.890591
1549,Cake Bikes,Stockholm,other,non,Sweden,Europe,,2024-02-02,100.0,,0.0,Transportation,Unknown,74.0,2024,59.3251172,18.0710935
1550,Cue Health,San Diego,other,California,USA,North America,245.0,2024-02-02,30.0,817.0,572.0,Healthcare,Post-IPO,899.0,2024,32.7174202,-117.162772
1551,Small Robot Computer,Salisbury,other,England,UK,Europe,,2024-02-02,100.0,,0.0,Food,Unknown,10.0,2024,51.0690613,-1.7954134
1552,Top Hat,Toronto,other,Ontario,Canada,North America,35.0,2024-02-02,7.0,500.0,465.0,Education,Series E,234.0,2024,43.6534817,-79.3839347
1553,Twig,London,other,England,UK,Europe,,2024-02-02,100.0,,0.0,Finance,Unknown,41.0,2024,51.4893335,-0.144055085
1554,Snap,Los Angeles,other,California,USA,North America,500.0,2024-02-05,10.0,5000.0,4500.0,Consumer,Post-IPO,5.0,2024,34.0536909,-118.242766
1555,Nomad Health,New York City,other,New York,USA,North America,,2024-02-05,,,,Healthcare,Unknown,218.0,2024,40.7127281,-74.0060152
1556,Zwift,Los Angeles,other,California,USA,North America,,2024-02-05,,,,Fitness,Series C,619.0,2024,34.0536909,-118.242766
1557,Meetup,New York City,other,New York,USA,North America,,2024-02-05,,,,Consumer,Acquired,18.0,2024,40.7127281,-74.0060152
1558,Muvin,Bengaluru,other,Karnataka,India,Asia,,2024-02-05,100.0,,0.0,Finance,Seed,4.0,2024,12.98815675,77.62260004
1559,Drizly,Boston,other,Massachusetts,USA,North America,168.0,2024-02-05,100.0,168.0,0.0,Retail,Acquired,119.0,2024,42.3554334,-71.060511
1560,BillGO,Fort Collins,other,Colorado,USA,North America,80.0,2024-02-05,,,,Finance,Series B,119.0,2024,40.5871782,-105.0770113
1561,Astrate Medical,Philadelphia,other,Pennsylvania,USA,North America,,2024-02-05,100.0,,0.0,Healthcare,Series A,13.0,2024,39.9527237,-75.1635262
1562,Impact.com,Los Angeles,other,California,USA,North America,40.0,2024-02-05,3.0,1333.0,1293.0,Sales,Private Equity,361.0,2024,34.0536909,-118.242766
1563,Amazon,Seattle,Cascadia,Washington,USA,North America,400.0,2024-02-06,,,,Retail,Post-IPO,108.0,2024,47.6038321,-122.330062
1564,DocuSign,San Francisco,San Francisco Bay Area,California,USA,North America,440.0,2024-02-06,6.0,7333.0,6893.0,Sales,Post-IPO,536.0,2024,37.7792588,-122.4193286
1565,Glowforge,Seattle,Cascadia,Washington,USA,North America,,2024-02-06,,,,Manufacturing,Series E,133.0,2024,47.6038321,-122.330062
1566,Tenable,Baltimore,other,Maryland,USA,North America,,2024-02-07,5.0,,,Security,Post-IPO,565.0,2024,39.2908816,-76.610759
1567,Workfellow,Espoo,other,non,Finland,Europe,,2024-02-07,100.0,,0.0,HR,Seed,3.0,2024,60.2047672,24.6568435
1568,Grammarly,San Francisco,San Francisco Bay Area,California,USA,North America,230.0,2024-02-07,,,,Consumer,Unknown,400.0,2024,37.7792588,-122.4193286
1569,Fireblocks,New York City,other,New York,USA,North America,20.0,2024-02-07,3.0,667.0,647.0,Crypto,Series E,1.0,2024,40.7127281,-74.0060152
1570,Getaround,San Francisco,San Francisco Bay Area,California,USA,North America,,2024-02-08,30.0,,,Transportation,Post-IPO,948.0,2024,37.7792588,-122.4193286
1571,Journera,Chicago,other,Illinois,USA,North America,,2024-02-08,100.0,,0.0,Travel,Series B,31.0,2024,41.8755616,-87.6244212
1572,Otovo,Oslo,other,non,Norway,Europe,65.0,2024-02-08,15.0,433.0,368.0,Energy,Post-IPO,247.0,2024,59.9133301,10.7389701
1573,Pure Storage,Santa Clara,San Francisco Bay Area,California,USA,North America,275.0,2024-02-08,,,,Data,Post-IPO,529.0,2024,37.354107,-121.955238
1574,BlissClub,Bengaluru,other,Karnataka,India,Asia,21.0,2024-02-09,18.0,117.0,96.0,Retail,Series A,20.0,2024,12.98815675,77.62260004
